topic,topic_label,asset,signal,subset,n_events,pre_mean,pre_t,pre_p,pre_boot_p,post_mean,post_t,post_p,post_boot_p
tariff_trade,Tariffs / Trade,VXX,vpin_50,initiated,88,0.526172,30.7506,2.332806514643243e-45,0.0,0.532654,29.5553,1.8234506140136387e-44,0.0
tariff_trade,Tariffs / Trade,VXX,vpin_z,initiated,88,-0.323666,-2.562,0.012333364501188762,0.008,-0.337466,-2.4264,0.01752916391480483,0.0116
tariff_trade,Tariffs / Trade,VXX,kyle_lambda_100,initiated,88,2e-06,31.9381,1.7856417679464746e-49,0.0,2e-06,30.5997,2.4151914275052317e-48,0.0
tariff_trade,Tariffs / Trade,VXX,dollar_volume,initiated,88,1271101.060019,5.4371,4.890660104155942e-07,0.0,1879550.931397,4.4287,2.744100231712327e-05,0.0
tariff_trade,Tariffs / Trade,SPY,logret,all,95,3.8e-05,2.0871,0.03958386904367286,0.0356,-0.000106,-1.5495,0.12462974371334405,0.1352
tariff_trade,Tariffs / Trade,SPY,vol_z,all,95,-0.181405,-2.7995,0.006210628195995306,0.0012,0.117659,0.7347,0.46433158223014914,0.4528
tariff_trade,Tariffs / Trade,SPY,dvol_z,all,95,-0.180798,-2.7856,0.0064619949637169,0.0016,0.11999,0.7452,0.4580251827060249,0.442
tariff_trade,Tariffs / Trade,SPY,signed_vol_tick,all,95,331948.736842,1.4894,0.13974281946832118,0.1544,982286.631579,1.4498,0.1504354324177199,0.1528
tariff_trade,Tariffs / Trade,SPY,OFI_bvc,all,95,0.009681,0.9495,0.3448117230193677,0.3432,-0.033564,-2.3888,0.018899856748426265,0.0216
tariff_trade,Tariffs / Trade,SPY,vpin_50,all,95,0.528842,35.3342,5.544788985579276e-51,0.0,0.548607,31.4284,3.248396241077883e-48,0.0
tariff_trade,Tariffs / Trade,SPY,vpin_z,all,95,-0.224115,-1.9349,0.05649061170839976,0.0484,-0.00167,-0.0124,0.9901370248848129,0.9988
tariff_trade,Tariffs / Trade,SPY,kyle_lambda_100,all,95,0.0,36.3407,5.7440586195005815e-56,0.0,0.0,36.1754,1.4017612119987233e-56,0.0
tariff_trade,Tariffs / Trade,SPY,dollar_volume,all,95,205478610.992469,6.116,2.1805379861850923e-08,0.0,366814116.196374,4.2862,4.394672691317156e-05,0.0
tariff_trade,Tariffs / Trade,SPY,logret,initiated,92,4.4e-05,2.6545,0.009375410749323722,0.0072,-0.000119,-1.7245,0.08800661273086315,0.096
tariff_trade,Tariffs / Trade,SPY,vol_z,initiated,92,-0.213496,-3.3441,0.0012000782750742598,0.0,0.128006,0.7768,0.4393065773997461,0.4272
tariff_trade,Tariffs / Trade,SPY,dvol_z,initiated,92,-0.212953,-3.3305,0.0012534949696942999,0.0,0.130383,0.7868,0.4334219351271881,0.4176
tariff_trade,Tariffs / Trade,SPY,signed_vol_tick,initiated,92,371290.826087,1.7875,0.07718063560134418,0.0972,1049388.076087,1.5034,0.13620462565125993,0.1404
tariff_trade,Tariffs / Trade,SPY,OFI_bvc,initiated,92,0.014974,1.8746,0.06404876109975774,0.066,-0.030128,-2.1708,0.03255258557541125,0.0348
tariff_trade,Tariffs / Trade,SPY,vpin_50,initiated,92,0.526642,34.7759,3.0275647395547515e-49,0.0,0.547053,30.62,2.714348065983171e-46,0.0
tariff_trade,Tariffs / Trade,SPY,vpin_z,initiated,92,-0.277063,-2.4101,0.01830311678781747,0.014,-0.047787,-0.3503,0.7270400981142442,0.7624
tariff_trade,Tariffs / Trade,SPY,kyle_lambda_100,initiated,92,0.0,35.6065,4.819757605814048e-54,0.0,0.0,35.3262,1.547445998245482e-54,0.0
tariff_trade,Tariffs / Trade,SPY,dollar_volume,initiated,92,192535262.291744,5.7032,1.4459179862720083e-07,0.0,372166628.963739,4.2214,5.741538620657897e-05,0.0004
tariff_trade,Tariffs / Trade,QQQ,logret,all,95,1e-06,0.0469,0.9627021869877113,0.9732,-1e-06,-0.0097,0.9923032734130146,0.938
tariff_trade,Tariffs / Trade,QQQ,vol_z,all,95,-0.099215,-2.2175,0.028998503214427037,0.0204,-0.079979,-1.458,0.14817744583852424,0.126
tariff_trade,Tariffs / Trade,QQQ,dvol_z,all,95,-0.098411,-2.1927,0.030800091209308544,0.0224,-0.079144,-1.4359,0.15436110124318908,0.158
tariff_trade,Tariffs / Trade,QQQ,signed_vol_tick,all,95,344462.389474,0.5883,0.5577415307235541,0.5112,374350.242105,0.804,0.42342288194230016,0.4024
tariff_trade,Tariffs / Trade,QQQ,OFI_bvc,all,95,-0.003263,-0.3201,0.7495840985670308,0.7428,-0.019,-1.9261,0.05711541266226666,0.0632
tariff_trade,Tariffs / Trade,QQQ,vpin_50,all,95,0.462061,22.8716,4.31736458834665e-37,0.0,0.484843,24.3181,8.821854338914634e-40,0.0
tariff_trade,Tariffs / Trade,QQQ,vpin_z,all,95,-0.282413,-2.324,0.022634783092426617,0.014,-0.121366,-0.9315,0.3542497433870634,0.3252
tariff_trade,Tariffs / Trade,QQQ,kyle_lambda_100,all,95,0.0,20.312,1.431798824272995e-35,0.0,0.0,19.2917,4.292940615897175e-34,0.0
tariff_trade,Tariffs / Trade,QQQ,dollar_volume,all,95,217572137.58335,3.6997,0.0003633828378605216,0.0024,223592704.653207,4.3662,3.248248573821484e-05,0.0
tariff_trade,Tariffs / Trade,QQQ,logret,initiated,89,1.4e-05,0.7207,0.47300995767847376,0.4552,-2.5e-05,-0.1685,0.8666137936430015,0.9268
tariff_trade,Tariffs / Trade,QQQ,vol_z,initiated,89,-0.128028,-3.038,0.003134046619536924,0.0012,-0.104692,-2.0308,0.045295118716673965,0.0208
tariff_trade,Tariffs / Trade,QQQ,dvol_z,initiated,89,-0.127307,-3.0129,0.0033786725019075694,0.0016,-0.104119,-2.0102,0.04747125213497548,0.0268
tariff_trade,Tariffs / Trade,QQQ,signed_vol_tick,initiated,89,530421.146067,0.8818,0.38029597295812856,0.376,590780.258427,1.3545,0.17905629455395952,0.196
tariff_trade,Tariffs / Trade,QQQ,OFI_bvc,initiated,89,-3.7e-05,-0.0041,0.9967161943304893,0.9964,-0.023128,-2.3583,0.02057278617267144,0.0228
tariff_trade,Tariffs / Trade,QQQ,vpin_50,initiated,89,0.455812,21.7731,1.2095080680424434e-34,0.0,0.474244,23.7164,1.128174066800167e-37,0.0
tariff_trade,Tariffs / Trade,QQQ,vpin_z,initiated,89,-0.329656,-2.6395,0.010046059742595495,0.0084,-0.198378,-1.5319,0.1295378816803561,0.1312
tariff_trade,Tariffs / Trade,QQQ,kyle_lambda_100,initiated,89,0.0,19.6203,1.6651855652296722e-33,0.0,0.0,18.6462,2.571191568602881e-32,0.0
tariff_trade,Tariffs / Trade,QQQ,dollar_volume,initiated,89,205141080.695345,3.3642,0.0011385632112217462,0.004,201070828.296873,4.0201,0.0001224814995391017,0.0012
tariff_trade,Tariffs / Trade,XLE,logret,all,95,1.4e-05,0.3684,0.7133667853707777,0.6976,8.3e-05,0.7059,0.48199961925228574,0.432
tariff_trade,Tariffs / Trade,XLE,vol_z,all,95,-0.218621,-3.7461,0.00030967092324467446,0.0,0.055401,0.3827,0.7028414166959169,0.6976
tariff_trade,Tariffs / Trade,XLE,dvol_z,all,95,-0.218126,-3.7239,0.0003343825886950537,0.0,0.053689,0.3735,0.7096074196485677,0.6556
tariff_trade,Tariffs / Trade,XLE,signed_vol_tick,all,95,57587.610526,0.4533,0.6513921712313678,0.6368,-936631.052632,-1.8085,0.07372334426382303,0.0936
tariff_trade,Tariffs / Trade,XLE,OFI_bvc,all,95,0.006764,0.679,0.49883688759950884,0.4764,-0.001262,-0.1113,0.9116317162414196,0.9228
tariff_trade,Tariffs / Trade,XLE,vpin_50,all,95,0.526222,27.8987,2.6750469557497706e-43,0.0,0.535403,24.0949,1.738793787548792e-39,0.0
tariff_trade,Tariffs / Trade,XLE,vpin_z,all,95,-0.057703,-0.4803,0.6322966528743436,0.6256,0.006001,0.0399,0.9682608890927571,0.97
tariff_trade,Tariffs / Trade,XLE,kyle_lambda_100,all,95,0.0,31.1367,2.606006275357932e-50,0.0,0.0,25.8647,2.9387033692817486e-44,0.0
tariff_trade,Tariffs / Trade,XLE,dollar_volume,all,95,11100841.069282,6.0322,3.171193082743243e-08,0.0,21111292.234681,4.0613,0.00010102001785197702,0.0004
tariff_trade,Tariffs / Trade,XLE,logret,initiated,92,3e-06,0.1034,0.9178672394424767,0.9212,8.6e-05,0.7147,0.4766316859210197,0.466
tariff_trade,Tariffs / Trade,XLE,vol_z,initiated,92,-0.259947,-4.9693,3.136763516227201e-06,0.0,0.037581,0.2523,0.8013802297591666,0.7592
tariff_trade,Tariffs / Trade,XLE,dvol_z,initiated,92,-0.260072,-4.9712,3.1134065489109684e-06,0.0,0.035456,0.2398,0.8110216526498636,0.7712
tariff_trade,Tariffs / Trade,XLE,signed_vol_tick,initiated,92,38476.152174,0.3931,0.6951679979441687,0.704,-951461.956522,-1.7907,0.07667168639854981,0.0812
tariff_trade,Tariffs / Trade,XLE,OFI_bvc,initiated,92,0.009583,1.3172,0.19107473353616541,0.1928,-4.3e-05,-0.0046,0.9963694690060176,0.9876
tariff_trade,Tariffs / Trade,XLE,vpin_50,initiated,92,0.515752,28.0868,1.534593006730211e-42,0.0,0.528938,23.3365,1.0460106749222942e-37,0.0
tariff_trade,Tariffs / Trade,XLE,vpin_z,initiated,92,-0.1195,-1.0183,0.31169139402955115,0.286,-0.023135,-0.1496,0.881414161790448,0.8792
tariff_trade,Tariffs / Trade,XLE,kyle_lambda_100,initiated,92,0.0,32.8004,4.005763289913743e-51,0.0,0.0,27.0073,6.053679039535884e-45,0.0
tariff_trade,Tariffs / Trade,XLE,dollar_volume,initiated,92,10092129.081773,5.7038,1.4420384355177174e-07,0.0,20697730.586662,3.8628,0.00020966930238142407,0.0
tariff_trade,Tariffs / Trade,USO,logret,all,95,-0.000183,-2.4155,0.01764734740276322,0.0216,5.5e-05,0.1282,0.8982327545471853,0.8508
tariff_trade,Tariffs / Trade,USO,vol_z,all,95,-0.230191,-5.8333,7.656270232676088e-08,0.0,0.022865,0.1737,0.8624404627686428,0.8168
tariff_trade,Tariffs / Trade,USO,dvol_z,all,95,-0.228513,-5.7194,1.2613848359657755e-07,0.0,0.012254,0.0973,0.922694521751063,0.8844
tariff_trade,Tariffs / Trade,USO,signed_vol_tick,all,95,-5151.378947,-0.088,0.9300475939019333,0.9592,26732.821053,0.1315,0.8956999275081816,0.8848
tariff_trade,Tariffs / Trade,USO,OFI_bvc,all,95,-0.01174,-1.4198,0.1589820282315426,0.162,0.005203,0.4954,0.6214659016163703,0.6004
tariff_trade,Tariffs / Trade,USO,vpin_50,all,95,0.473886,24.0153,1.3702459590973247e-38,0.0,0.457137,21.9721,1.4093010300857877e-36,0.0
tariff_trade,Tariffs / Trade,USO,vpin_z,all,95,-0.152402,-1.0641,0.29043017078447025,0.3024,-0.339552,-1.9547,0.05394193062070379,0.0548
tariff_trade,Tariffs / Trade,USO,kyle_lambda_100,all,95,0.0,18.5506,1.1232008568261469e-32,0.0,0.0,11.1827,6.68796710028495e-19,0.0
tariff_trade,Tariffs / Trade,USO,dollar_volume,all,95,10833443.313974,3.8869,0.0001890885715058009,0.002,17919510.623262,3.7978,0.0002587375126056803,0.0008
tariff_trade,Tariffs / Trade,USO,logret,initiated,91,-0.000139,-2.128,0.03607376733631128,0.0344,-9e-05,-0.2079,0.8358007633890729,0.874
tariff_trade,Tariffs / Trade,USO,vol_z,initiated,91,-0.221333,-5.4132,5.088300444877569e-07,0.0,0.041882,0.3056,0.7606266253722291,0.7128
tariff_trade,Tariffs / Trade,USO,dvol_z,initiated,91,-0.219438,-5.3018,8.117091438461868e-07,0.0,0.030937,0.2359,0.8140283731909599,0.776
tariff_trade,Tariffs / Trade,USO,signed_vol_tick,initiated,91,-5377.813187,-0.088,0.9300720905532728,0.9296,27907.89011,0.1314,0.8957362213855926,0.8536
tariff_trade,Tariffs / Trade,USO,OFI_bvc,initiated,91,-0.012256,-1.4201,0.15903067712536786,0.1428,0.005431,0.4953,0.6215786505649314,0.6108
tariff_trade,Tariffs / Trade,USO,vpin_50,initiated,91,0.478856,24.0514,4.2562038856244306e-38,0.0,0.46173,21.9333,4.68149527854068e-36,0.0
tariff_trade,Tariffs / Trade,USO,vpin_z,initiated,91,-0.098204,-0.6939,0.48980775795864295,0.4928,-0.294057,-1.6815,0.096472985917516,0.0948
tariff_trade,Tariffs / Trade,USO,kyle_lambda_100,initiated,91,0.0,18.0796,3.283675640309111e-31,0.0,0.0,10.946,3.645302114880285e-18,0.0
tariff_trade,Tariffs / Trade,USO,dollar_volume,initiated,91,11309638.624479,3.8998,0.0001852580196383439,0.0012,18707181.419889,3.8097,0.0002539819555122243,0.0024
tariff_trade,Tariffs / Trade,GLD,logret,all,95,-8.9e-05,-1.5561,0.12304703284835546,0.1188,-0.000654,-1.7893,0.07679379702502101,0.0816
tariff_trade,Tariffs / Trade,GLD,vol_z,all,95,-0.153114,-2.5461,0.012517838600181786,0.006,-0.046224,-0.4843,0.6293288906152188,0.6448
tariff_trade,Tariffs / Trade,GLD,dvol_z,all,95,-0.153823,-2.5643,0.011921653626250773,0.0072,-0.060615,-0.6711,0.5037771259191166,0.5184
tariff_trade,Tariffs / Trade,GLD,signed_vol_tick,all,95,-59869.589474,-1.1238,0.2639726378593089,0.2544,-678527.968421,-2.0396,0.04419755980184563,0.0596
tariff_trade,Tariffs / Trade,GLD,OFI_bvc,all,95,-0.022544,-2.0507,0.04308078474684066,0.0416,-0.014498,-1.2794,0.20390269399160832,0.2116
tariff_trade,Tariffs / Trade,GLD,vpin_50,all,95,0.430592,22.6867,7.633836314698931e-37,0.0,0.438225,18.7096,1.0642605373757324e-31,0.0
tariff_trade,Tariffs / Trade,GLD,vpin_z,all,95,-0.330529,-2.4979,0.014517721990711297,0.0084,-0.236351,-1.4438,0.15250663636382047,0.148
tariff_trade,Tariffs / Trade,GLD,kyle_lambda_100,all,95,0.0,20.455,8.468771792474696e-36,0.0,0.0,13.7783,3.455585102914401e-24,0.0
tariff_trade,Tariffs / Trade,GLD,dollar_volume,all,95,42510776.322299,3.6155,0.00048434715312962887,0.0016,70643333.608143,2.8491,0.005386389848837787,0.0116
tariff_trade,Tariffs / Trade,GLD,logret,initiated,89,-7.9e-05,-1.5464,0.1255960078116735,0.1228,-0.000693,-1.778,0.07885948586803133,0.0896
tariff_trade,Tariffs / Trade,GLD,vol_z,initiated,89,-0.196304,-3.564,0.0005927288114028153,0.0,-0.097635,-1.015,0.31288548324875387,0.2972
tariff_trade,Tariffs / Trade,GLD,dvol_z,initiated,89,-0.197857,-3.6266,0.00048080879914118454,0.0,-0.113356,-1.2567,0.21219913022757617,0.2044
tariff_trade,Tariffs / Trade,GLD,signed_vol_tick,initiated,89,-73287.258427,-1.5401,0.12712259981731014,0.1152,-704869.044944,-1.9868,0.05006082452256053,0.0884
tariff_trade,Tariffs / Trade,GLD,OFI_bvc,initiated,89,-0.027202,-3.1247,0.00241098362220595,0.0024,-0.01081,-1.0031,0.3185779957154574,0.2868
tariff_trade,Tariffs / Trade,GLD,vpin_50,initiated,89,0.422259,23.2588,2.6836630250149026e-36,0.0,0.429161,17.8877,2.5010462918047703e-29,0.0
tariff_trade,Tariffs / Trade,GLD,vpin_z,initiated,89,-0.40241,-3.3566,0.0012344857530957514,0.0004,-0.316949,-1.9479,0.055029790418014604,0.0468
tariff_trade,Tariffs / Trade,GLD,kyle_lambda_100,initiated,89,0.0,19.7188,1.1693939598149804e-33,0.0,0.0,13.0421,3.5317968534871883e-22,0.0
tariff_trade,Tariffs / Trade,GLD,dollar_volume,initiated,89,40050249.511698,3.2523,0.0016239601436107147,0.004,70134630.520846,2.6541,0.009436318363912474,0.0188
tariff_trade,Tariffs / Trade,UUP,logret,all,95,2.7e-05,1.441,0.15290599801558521,0.1404,8.2e-05,1.7944,0.07597141303401429,0.0832
tariff_trade,Tariffs / Trade,UUP,vol_z,all,95,-0.105676,-1.5816,0.11711134324411279,0.096,0.089832,0.5503,0.5834348966469971,0.6068
tariff_trade,Tariffs / Trade,UUP,dvol_z,all,95,-0.105395,-1.5756,0.11847507078059274,0.1012,0.093302,0.566,0.5727233185868236,0.5476
tariff_trade,Tariffs / Trade,UUP,signed_vol_tick,all,95,14801.073684,1.6386,0.1046313360321917,0.12,71700.010526,2.4856,0.014699204634416995,0.0244
tariff_trade,Tariffs / Trade,UUP,OFI_bvc,all,95,0.008903,1.3961,0.16598533243576047,0.1608,0.020924,2.8996,0.004651698069049575,0.0076
tariff_trade,Tariffs / Trade,UUP,vpin_50,all,95,0.254677,17.5442,2.9571450053640373e-31,0.0,0.272687,14.2157,6.06324791930848e-25,0.0
tariff_trade,Tariffs / Trade,UUP,vpin_z,all,95,-0.164849,-1.4111,0.16154098502808614,0.1496,-0.030143,-0.1939,0.8466487623781603,0.8624
tariff_trade,Tariffs / Trade,UUP,kyle_lambda_100,all,95,0.0,26.9151,5.850972446739365e-46,0.0,0.0,21.1001,1.991405493195668e-37,0.0
tariff_trade,Tariffs / Trade,UUP,dollar_volume,all,95,358810.128605,4.8588,4.708913556693865e-06,0.0,480330.91827,3.4931,0.0007297584860423523,0.0024
tariff_trade,Tariffs / Trade,UUP,logret,initiated,84,3.1e-05,2.1381,0.03544795998731279,0.028,6e-05,1.2071,0.23083406128719416,0.2312
tariff_trade,Tariffs / Trade,UUP,vol_z,initiated,84,-0.093085,-1.4096,0.16240798700646136,0.1352,0.154321,0.8415,0.4024977154953474,0.3892
tariff_trade,Tariffs / Trade,UUP,dvol_z,initiated,84,-0.092619,-1.3992,0.1654847808915446,0.1556,0.158292,0.8548,0.3951348356280264,0.3688
tariff_trade,Tariffs / Trade,UUP,signed_vol_tick,initiated,84,9581.77381,1.2976,0.1980354944827733,0.1936,80945.690476,2.4899,0.014772537510410981,0.026
tariff_trade,Tariffs / Trade,UUP,OFI_bvc,initiated,84,0.010069,1.397,0.16614483908773425,0.1676,0.024493,3.044,0.003126740867251514,0.004
tariff_trade,Tariffs / Trade,UUP,vpin_50,initiated,84,0.261064,16.4286,1.1561077941880158e-27,0.0,0.281231,13.2128,6.540140560701695e-22,0.0
tariff_trade,Tariffs / Trade,UUP,vpin_z,initiated,84,-0.132919,-1.0393,0.3017112857853969,0.2892,0.01987,0.1148,0.9088737662686406,0.9052
tariff_trade,Tariffs / Trade,UUP,kyle_lambda_100,initiated,84,0.0,24.8394,3.4520866938596533e-40,0.0,0.0,19.5075,9.590397510855783e-33,0.0
tariff_trade,Tariffs / Trade,UUP,dollar_volume,initiated,84,348716.080634,5.5299,3.630187171872592e-07,0.0,539315.158522,3.4927,0.0007692189529349811,0.0032
tariff_trade,Tariffs / Trade,XLF,logret,all,95,7.8e-05,3.2783,0.0014647663328059613,0.0012,-0.000184,-1.9173,0.058239028488717225,0.0588
tariff_trade,Tariffs / Trade,XLF,vol_z,all,95,-0.129919,-1.9885,0.04966820175660856,0.0412,0.154314,0.9251,0.35729078645455303,0.3552
tariff_trade,Tariffs / Trade,XLF,dvol_z,all,95,-0.130282,-1.9999,0.04839290317824772,0.0364,0.156713,0.9327,0.35334721966175386,0.3424
tariff_trade,Tariffs / Trade,XLF,signed_vol_tick,all,95,147974.252632,1.1614,0.24840844563963524,0.2416,706508.989474,1.5005,0.13683068182094021,0.1552
tariff_trade,Tariffs / Trade,XLF,OFI_bvc,all,95,0.015925,1.7082,0.090900528452305,0.0968,-0.026606,-1.3812,0.17048194488507856,0.178
tariff_trade,Tariffs / Trade,XLF,vpin_50,all,95,0.44851,21.1012,1.165863759561682e-34,0.0,0.434696,17.2767,2.1925687218379043e-29,0.0
tariff_trade,Tariffs / Trade,XLF,vpin_z,all,95,-0.230243,-2.2695,0.025898013804345494,0.016,-0.283224,-2.2453,0.02737699407018797,0.0236
tariff_trade,Tariffs / Trade,XLF,kyle_lambda_100,all,95,0.0,30.2675,2.738533810727684e-49,0.0,0.0,24.9813,2.7622464321187894e-43,0.0
tariff_trade,Tariffs / Trade,XLF,dollar_volume,all,95,11580561.915748,5.6729,1.544043135666552e-07,0.0,18906220.361557,4.2229,5.571034661878415e-05,0.0
tariff_trade,Tariffs / Trade,XLF,logret,initiated,92,6.9e-05,3.3974,0.0010105239106440668,0.0004,-0.000167,-1.7505,0.08339459632596753,0.0972
tariff_trade,Tariffs / Trade,XLF,vol_z,initiated,92,-0.149228,-2.2801,0.024935529574312037,0.0148,0.139886,0.8167,0.41624985409015414,0.4
tariff_trade,Tariffs / Trade,XLF,dvol_z,initiated,92,-0.149682,-2.2948,0.024045688892887274,0.0128,0.142656,0.8266,0.41061438381162485,0.42
tariff_trade,Tariffs / Trade,XLF,signed_vol_tick,initiated,92,119836.728261,0.9434,0.3479657891829122,0.342,816150.380435,1.7026,0.09205920421216056,0.0988
tariff_trade,Tariffs / Trade,XLF,OFI_bvc,initiated,92,0.01237,1.6599,0.10037883070445704,0.0984,-0.016396,-0.9722,0.33352556008318857,0.3232
tariff_trade,Tariffs / Trade,XLF,vpin_50,initiated,92,0.437587,21.6433,5.983213232896123e-35,0.0,0.424132,17.2878,4.462590142322887e-29,0.0
tariff_trade,Tariffs / Trade,XLF,vpin_z,initiated,92,-0.292255,-3.1445,0.002344419165319161,0.002,-0.336056,-2.7316,0.007715335070649862,0.0036
tariff_trade,Tariffs / Trade,XLF,kyle_lambda_100,initiated,92,0.0,30.1253,3.897906889041218e-48,0.0,0.0,26.8633,4.814487722784069e-45,0.0
tariff_trade,Tariffs / Trade,XLF,dollar_volume,initiated,92,11138859.343324,5.3961,5.365552447861269e-07,0.0,18585226.200043,4.0393,0.0001117925522662803,0.0
tariff_trade,Tariffs / Trade,XLK,logret,all,95,3.2e-05,1.1427,0.25606044602127487,0.2552,-0.000184,-1.8936,0.06135249180402447,0.0612
tariff_trade,Tariffs / Trade,XLK,vol_z,all,95,-0.216026,-2.9949,0.0035089326382062094,0.0008,0.022296,0.1554,0.876872532622485,0.83
tariff_trade,Tariffs / Trade,XLK,dvol_z,all,95,-0.216041,-3.0038,0.003416664099072535,0.0024,0.023031,0.1603,0.8729683113171337,0.8452
tariff_trade,Tariffs / Trade,XLK,signed_vol_tick,all,95,35480.989474,0.9377,0.3508220107549552,0.3352,-361609.894737,-2.5791,0.011455561931145362,0.018
